time,num_replies,num_likes,num_retweets,tweet_text
2016-11-09T16:51:59.000Z,142.8K,1.3M,650.3K,·
2020-02-07T18:54:38.000Z,2.1K,12.9K,1.7K,I gave 
2020-02-07T17:38:54.000Z,5.4K,50.1K,10.6K,"During his testimony about Trump’s crimes, Lt. Col. Vindman had a message for his father: ""You made the right decision 40 years ago to leave the Soviet Union. Do not worry, I will be fine for telling the truth."" 

It’s appalling that this administration may prove him wrong."
2020-02-07T14:46:58.000Z,1K,7.1K,2.2K,The U.S. is ranked 106th out of 193 countries on 
2020-02-03T19:10:43.000Z,3K,53.9K,6K,"Congratulations to all the organizers and volunteers who have worked so hard to get out the vote in Iowa. Today is the day! Fighting for what you believe in is always, always worth it."
2020-02-03T18:35:43.000Z,1.6K,11.8K,3.6K,"On Friday, Republican senators voted to help the president cover up his attempts to use America's power for his personal gain. 

Join "
2020-01-31T22:54:12.000Z,32.4K,206.7K,46.7K,"With their votes to make the American president accountable to no one, Republican senators have put the interests of one president over the interests of all Americans.

The only remedy now is for us all to vote in overwhelming numbers to replace them—and him—in November."
2020-01-30T15:31:49.000Z,10.7K,82.1K,18.6K,"Richard Nixon once made this argument: ""When the president does it, that means that it is not illegal."" 

He was forced to resign in disgrace. 

In America, no one is above the law."
2020-01-29T02:24:52.000Z,193,5K,693,Danica Roem
2020-01-29T19:18:36.000Z,433,13.4K,2.1K,"Love this. 

"
2020-01-29T17:51:42.000Z,219,2.8K,623,Congratulations to 
2020-01-29T02:24:52.000Z,193,5K,693,Danica Roem
2020-01-29T02:24:52.000Z,193,5K,693,Danica Roem
2020-01-29T17:51:42.000Z,219,2.8K,623,Congratulations to 
2020-01-29T17:01:30.000Z,4.6K,40.7K,14.3K,"Keep calling your Republican senators: 

(202) 224-3121 

"
2020-01-23T16:02:28.000Z,28.5K,107.4K,20.7K,"The entire world is waiting to see whether Senate Republicans will close their eyes and cover their ears to avoid the plain truth of the president’s misdeeds.

The very integrity of the Senate is on trial along with the president."
2020-01-22T15:44:35.000Z,238,1.3K,478,Democratic Legislative Campaign Committee
2020-01-22T16:58:26.000Z,531,5.8K,1K,"Momentous news in world health: 

The 2 billionth lifesaving, insecticide-treated mosquito net will be distributed this year. 

Global cooperation and U.S. leadership has helped millions of children in Africa grow up malaria-free. "
2020-01-22T15:56:37.000Z,14.5K,99.9K,20.2K,"Last week, every senator swore to ""do impartial justice according to the Constitution and laws"" in the president's impeachment trial.

Last night, Republican senators cast vote after vote to block evidence and testimony.

The American people deserve a real trial, not a cover-up."
2020-01-22T00:07:20.000Z,38.2K,171.9K,20.9K,"I thought everyone wanted my authentic, unvarnished views! 

But to be serious, the number one priority for our country and world is retiring Trump, and, as I always have, I will do whatever I can to support our nominee."
2020-01-21T14:10:02.000Z,164,911,280,Run for Something
2020-01-14T14:05:50.000Z,53,445,124,Fred P. Hochberg
2020-01-21T17:16:31.000Z,3.6K,40.3K,8.8K,"Ten years ago today, the Supreme Court's decision in Citizens United unleashed hundreds of millions of dollars in corporate and special-interest money into U.S. elections. The next president should propose a constitutional amendment to overturn the decision."
2020-01-21T16:10:12.000Z,1.5K,9K,1.8K,"Advancing the rights of women and girls is the great unfinished business of our time. 

It's why I support "
2020-01-21T15:07:33.000Z,11.8K,60.9K,19.4K,"The rules Sen. McConnell has proposed for the president's impeachment trial are the equivalent of a head juror colluding with the defendant to cover up a crime.

Call your senators and urge them to push for witnesses and evidence, not a cover-up:"
2020-01-21T15:07:33.000Z,11.8K,60.9K,19.4K,"The rules Sen. McConnell has proposed for the president's impeachment trial are the equivalent of a head juror colluding with the defendant to cover up a crime.

Call your senators and urge them to push for witnesses and evidence, not a cover-up:"
2020-01-20T14:00:12.000Z,1.3K,43.8K,8K,"""Freedom is never really won. You earn it and win it in every generation."" —Coretta Scott King "
2020-01-17T18:50:02.000Z,3.7K,90.7K,20.5K,Voting isn't a privilege. It's a right. And requiring voters to pay off fines and fees to exercise that right is a modern-day poll tax.
2020-01-17T17:12:10.000Z,13.7K,51.7K,7.4K,"I've got the kind of life you can't make up. 

See for yourself on "
2020-01-16T18:58:55.000Z,816,6.3K,1.6K,.
2020-01-16T17:35:48.000Z,546,6.3K,1.5K,Listen to 
2020-01-13T22:00:00.000Z,184,1.2K,619,Run for Something
2020-01-13T20:01:16.000Z,225,1.3K,681,Texas Civil Rights Project
2020-01-14T17:14:51.000Z,24.8K,66.1K,22.6K,"Russians appear to be re-running their 2016 hacking playbook, once again to benefit Donald Trump. 

Will the media play along again? 

Will the GOP open the door again? 

Will the Russians help pick our POTUS again?"
2020-01-13T18:25:27.000Z,1K,28K,4K,My thoughts are with the people of Oman as they mourn the passing of Sultan Qaboos. He led his country with wisdom and provided safe harbor for diplomacy. I’ll always be grateful for all he did to help secure the release from Iran of three American hikers in 2011.
2020-01-12T17:30:00.000Z,13.1K,128.3K,28.1K,"This week, the Justice Department determined that the lies that were peddled about me, my family, & "
2020-01-07T18:00:20.000Z,1.7K,24.1K,5.7K,"I'm thinking today of our fellow Americans affected by the earthquakes in Puerto Rico. Many families have been left without power and water. If you can, support an organization providing disaster relief here:"
2020-01-06T16:54:41.000Z,12.2K,44.9K,13.7K,"Australia’s bushfire emergency, spurred by climate change, has killed 24 people, destroyed thousands of homes, and led to the loss of an estimated half a billion animals. Here are ways you can help:"
2020-01-06T15:51:20.000Z,932,4.8K,834,Great to see 
2019-12-22T17:28:55.000Z,2.9K,10K,4K,No family should have to go through this. Please join me in telling 
2019-12-22T15:24:34.000Z,1.4K,26.6K,2.1K,Sending warm wishes to everyone celebrating Hanukkah! 
2019-12-20T15:57:06.000Z,515,5.2K,1K,"Love this. 

Follow Madeleine's lead and apply! "
2019-12-20T03:32:07.000Z,2.5K,48.4K,7.1K,.
2019-12-19T16:00:12.000Z,13.3K,117.4K,17.3K,"The president has abused his power—using his office to further not the nation's objectives but his own personal, political objectives—and, together, we are holding him accountable. Feel proud. Keep going."
2019-12-18T18:25:48.000Z,443,1.8K,381,Such a pleasure to chat with 
2019-12-18T16:48:01.000Z,602,7.1K,1.5K,"Update: Now over 1,500 and counting."
2019-12-18T15:48:32.000Z,33.2K,124.2K,20.8K,"One of our most precious rights as Americans is the right to determine who our leaders are. 

The president abused his powers to cheat in the next election and rob us of that right. Then he obstructed Congress to cover it up. 

Impeachment is the only remedy. "
2019-12-17T17:09:37.000Z,7.9K,20.3K,5.2K,"More than 750 historians ""devoted to studying our nation's past,"" including Ron Chernow and Robert A. Caro, have signed a letter supporting the president's impeachment and removal. "
2019-12-17T13:22:15.000Z,236,1.4K,427,Domestic Workers
2019-12-17T15:28:21.000Z,414,2.6K,595,I’m thrilled to say the 
2019-12-11T14:52:36.000Z,7.5K,105.3K,12.5K,I couldn't think of a better Person of the Year than 
2019-12-10T11:35:04.000Z,327,3.3K,1.2K,UN Women
2019-12-10T14:01:07.000Z,35,576,156,Arena
2019-12-10T16:07:29.000Z,18.1K,50.3K,10.4K,"We must defend our democracy, and the painful truth is that the occupant of the Oval Office is waging war against it."
2019-12-06T12:58:29.000Z,1.2K,4.4K,797,Stern Show
2019-12-09T14:20:50.000Z,391,2.6K,518,"Proud to be on the inaugural episode of ""We Are Emily,"" "
2019-12-06T15:56:37.000Z,715,2.7K,642,"By Monday, "
2019-12-04T20:01:02.000Z,700,1.9K,356,Pace University
2019-12-04T21:01:03.000Z,98,690,215,EMILY's List
2019-12-04T23:45:00.000Z,999,5.8K,1.4K,Stern Show
2019-12-04T23:45:00.000Z,999,5.8K,1.4K,Stern Show
2019-12-11T14:52:36.000Z,7.5K,105.3K,12.5K,I couldn't think of a better Person of the Year than 
2019-12-10T11:35:04.000Z,327,3.3K,1.2K,UN Women
2019-12-10T14:01:07.000Z,35,576,156,Arena
2019-12-05T14:33:18.000Z,30.4K,98.8K,16.6K,"In the United States of America, no one is above the law."
2019-12-03T16:08:55.000Z,2.3K,7K,1.9K,"The U.N. Secretary General said this week that the point of no return for the climate crisis ""is no longer over the horizon. It is in sight and hurtling toward us.” 


I'm proud to be part of "
2019-12-03T15:31:46.000Z,317,1.7K,436,Every time a new partner joins the 
2019-12-02T18:21:15.000Z,350,3.4K,534,"Thanks for having us, Graham! UK residents, you can catch the show here: "
2019-12-02T16:06:23.000Z,1.4K,29.7K,2.4K,I'm in but only if I can be power forward.
2019-12-02T15:23:09.000Z,10.1K,90.9K,21.2K,"Sen. Kennedy, why are you parroting Russian propaganda that U.S. intelligence officials tell us are designed to divide our country? Did you miss the briefing that day?"
2019-11-28T13:33:57.000Z,5.8K,103.2K,12.4K,"No matter where we or our ancestors are from, millions of Americans will sit down together to break bread today. 

It's a wonderful reminder that our country is both a place and an idea—where anyone can find a home to breathe free. 

Happy Thanksgiving!"
2019-11-27T17:19:07.000Z,5K,53.7K,8.9K,One thing I’m grateful for are vaccines that save lives. Let’s all do our part to counter anti-vaccination disinformation that threatens lives.
2019-11-25T18:32:58.000Z,218,1.3K,618,CAP Action
2019-11-24T19:20:17.000Z,78,960,356,Run for Something
2019-11-25T14:36:56.000Z,87,797,249,Latino Victory
2019-11-25T16:07:17.000Z,2.4K,18.4K,4.2K,"Another urgent reason to take on climate change: Its impact on human health, especially the health of children."
2019-11-20T20:52:08.000Z,1.2K,12.9K,3K,"The lives of at least 22 transgender or gender non-conforming people have been lost to violence this year. Many were women of color. 

On this Transgender Day of Remembrance, let's say their names and reaffirm our commitment to making the world safer for transgender people."
2019-11-20T20:07:05.000Z,9.9K,178.7K,29.5K,"A reminder: None of these hearings would have happened if organizers, volunteers, and voters hadn't worked together to win back the House majority for Democrats last year. 

Let's keep working together in 2020 to hold power to account."
2019-11-20T16:16:51.000Z,351,3.5K,444,Love a family of 
2019-11-19T17:56:38.000Z,125,927,190,Clinton Library
2019-11-20T14:11:20.000Z,2.3K,7.6K,1.2K,The 1990s were a period of unprecedented economic growth (h/t 
2019-11-19T17:48:51.000Z,1.5K,26.3K,6.1K,Every day Stephen Miller remains in the White House is an emergency.
2019-11-19T15:57:23.000Z,1.4K,10.5K,2K,"As Transgender Awareness Week draws to a close, let’s take this moment to affirm that transgender people deserve equality, safety, and opportunity. Millions of people see you, and stand by you."
2019-11-18T19:57:52.000Z,1.3K,24.9K,5.3K,"The committee to elect Democratic attorneys general has announced it will only support candidates who publicly commit to protecting reproductive rights. 

This is a powerful, positive policy change to advance justice and equal rights."
2019-11-18T18:31:41.000Z,432,5.5K,599,Admitting that can be gutsy in itself! Lovely talking to you.
2019-11-18T18:12:28.000Z,355,9.1K,1.2K,Congratulations to Gov. 
2019-11-20T20:52:08.000Z,1.2K,12.9K,3K,"The lives of at least 22 transgender or gender non-conforming people have been lost to violence this year. Many were women of color. 

On this Transgender Day of Remembrance, let's say their names and reaffirm our commitment to making the world safer for transgender people."
2019-11-19T17:56:38.000Z,125,927,190,Clinton Library
2019-11-18T19:57:52.000Z,1.3K,24.9K,5.3K,"The committee to elect Democratic attorneys general has announced it will only support candidates who publicly commit to protecting reproductive rights. 

This is a powerful, positive policy change to advance justice and equal rights."
2019-11-16T15:23:54.000Z,1.6K,30.5K,7.1K,"Louisiana, it's time to geaux vote! 

Your next governor could have the power to veto unfair congressional maps during redistricting next year—so be sure to make your voice heard. 

Find your polling place here:"
2019-11-15T19:29:14.000Z,886,3.7K,569,"How do you say ""gutsy women"" in Welsh? Honored to join just a few of them—"
2019-11-12T07:54:38.000Z,331,1.6K,387,BBC Radio 4 Today
2019-11-12T21:12:26.000Z,141,2.4K,245,Chelsea Clinton
2019-11-13T17:35:05.000Z,1.9K,29.4K,12.2K,"Three headlines:

1. The US held a record number of migrant children in custody in 2019. "
2019-11-13T16:22:17.000Z,1.6K,19.4K,4.6K,"""Has the President committed offenses, and planned, and directed, and acquiesced in a course of conduct which the Constitution will not tolerate? That's the question. We know that. We know the question. We should now forthwith proceed to answer the question.""—Barbara Jordan, 1974"
2019-11-11T15:12:27.000Z,54,452,134,Too Small to Fail
2019-11-12T09:27:55.000Z,327,1.5K,409,BBC Radio 4 Today
2019-11-12T07:55:38.000Z,744,5.3K,2K,BBC Politics
2019-11-12T17:58:34.000Z,662,6.1K,544,"On Tuesdays, we wear patterns. Thank you for a great conversation, Emma!"
2019-11-12T14:30:05.000Z,99,608,242,Alliance for Youth Action
2019-11-12T13:50:43.000Z,67,1.2K,353,Leah Frances Greenberg
2019-11-12T07:54:38.000Z,331,1.6K,387,BBC Radio 4 Today
2019-11-12T21:12:26.000Z,141,2.4K,245,Chelsea Clinton
2019-11-13T16:22:17.000Z,1.6K,19.4K,4.6K,"""Has the President committed offenses, and planned, and directed, and acquiesced in a course of conduct which the Constitution will not tolerate? That's the question. We know that. We know the question. We should now forthwith proceed to answer the question.""—Barbara Jordan, 1974"
2019-11-12T16:33:01.000Z,3.2K,38.8K,6.9K,"If you've looked at a problem that needs solving in your community and thought to yourself ""Someone should really do something about that!"" 

I've got some news for you: That someone could be you. 

"
2019-11-06T17:15:09.000Z,745,6K,795,Such a lovely night in LA—thanks to everyone who came out to talk gutsy women with us!
2019-11-06T05:55:48.000Z,92,3.7K,618,Amanda Litman
2019-11-06T03:09:13.000Z,98,7.6K,1.3K,Indivisible Guide
2019-11-06T03:30:30.000Z,206,2.7K,425,The Late Late Show with James Corden
2019-11-06T15:51:30.000Z,2.4K,24.5K,4K,Rudy should really consider taking up 
2019-11-06T15:45:25.000Z,214,6.4K,819,I also want to shout out 
2019-11-06T15:45:25.000Z,127,4.7K,623,I'm so proud of 
2019-11-06T15:45:24.000Z,819,41.9K,4.6K,"Congratulations to all the volunteers, organizers, and candidates who worked their hearts out, win and lose, in 2019. 

Let’s celebrate the amazing wins, especially in Virginia (a new trifecta!), and let’s keep building everywhere. Onward!"
2019-11-05T16:23:19.000Z,1.5K,7.4K,1.9K,"On the climate crisis and on so many other fronts, the United States has abdicated its position as a country that leads the world toward a more hopeful future. 

Let's start changing that at the polls today—and a year from now in 2020."
2019-11-05T16:04:15.000Z,328,2.9K,706,"To clarify, Louisiana will vote for governor on November 16th due to a runoff. Get ready to geaux vote! "
2019-11-06T17:15:09.000Z,745,6K,795,Such a lovely night in LA—thanks to everyone who came out to talk gutsy women with us!
2019-11-06T05:55:48.000Z,92,3.7K,618,Amanda Litman
2019-11-06T03:30:30.000Z,206,2.7K,425,The Late Late Show with James Corden
2019-11-01T15:23:55.000Z,1.1K,22.7K,7.3K,"Next Tuesday's elections will determine whether Virginia gets fair congressional maps for the next decade. 

If you have a spare hour or two this weekend, you can help turn voters out from wherever you are:"
2019-10-31T17:36:25.000Z,200,2.6K,281,Chelsea Clinton
2019-11-01T02:58:00.000Z,572,8.9K,2.2K,The Daily Show
2019-11-01T14:11:41.000Z,762,17.2K,1.5K,The rumors are true: 
2019-11-01T01:16:45.000Z,323,2.6K,385,The Daily Show
2019-10-30T14:21:12.000Z,52,667,260,Voto Latino
2019-10-30T13:11:54.000Z,121,876,209,Barnes & Noble
2019-10-31T18:21:20.000Z,476,2.9K,525,Recording the 
2019-10-31T15:53:38.000Z,836,6.1K,878,Everywhere 
2019-10-31T15:32:45.000Z,2.1K,56.1K,7.4K,World Series champs should get statehood. 
2019-11-01T15:23:55.000Z,1.1K,22.7K,7.3K,"Next Tuesday's elections will determine whether Virginia gets fair congressional maps for the next decade. 

If you have a spare hour or two this weekend, you can help turn voters out from wherever you are:"
2019-10-26T00:19:09.000Z,1.1K,11.7K,1.1K,This was a wonderful tribute to one of my all-time favorite 
2019-10-25T21:33:42.000Z,2.4K,60K,8.3K,I'm with them.
2019-10-25T18:22:52.000Z,4.5K,105.1K,16K,"Congressman Cummings had a simple philosophy: Do something. No matter how daunting a problem seems, no matter how helpless you feel, surely there is something you can do.

Those are the words Elijah lived by, and the path he left for the rest of us to follow. 

God Bless him."
2019-10-24T13:45:56.000Z,1.6K,9K,982,Ditto!
2019-10-23T19:55:02.000Z,1.6K,30.9K,4.3K,"Statues are powerful things. When we cast figures in bronze, we immortalize their contributions to history.

It took far too long for Sojourner Truth, Susan B. Anthony, and Elizabeth Cady Stanton to join Central Park's 23 male statues, but I'm so glad we're finally here."
2019-10-23T17:12:06.000Z,1.1K,7.1K,775,Can't wait. Join us!
2019-10-10T15:15:20.000Z,39.8K,206.5K,34.2K,Hillary Clinton
2019-10-22T16:51:54.000Z,1K,11.2K,2K,One of my favorite 
2019-10-21T14:00:00.000Z,699,89.6K,26.7K,Star Wars
2019-10-21T17:15:40.000Z,2.3K,31.1K,4K,"Bottom line: 

A good pantsuit is important. But never more important than what a woman has to say."
2019-10-20T19:56:50.000Z,21.5K,259.1K,52.8K,Found in the archives...
2019-10-17T22:31:04.000Z,1.1K,3.3K,911,David Plouffe
2019-10-18T22:06:02.000Z,30.6K,161.8K,24.9K,"When I was a little girl, I wrote to NASA and told them I dreamed of being an astronaut. 

They wrote back and said they weren't taking girls.

A new generation of little girls watched today's historic spacewalk. May their dreams of reaching the stars have no bounds."
2019-10-16T19:39:56.000Z,936,2.7K,437,Chelsea Clinton
2019-10-11T23:11:00.000Z,25.3K,227.7K,13.1K,"Forty-four years later, and he still cleans up pretty well.
 
Happy anniversary, Bill!"
2019-10-11T21:00:49.000Z,423,2.4K,670,.
2019-10-11T18:04:05.000Z,1.6K,13.9K,4.6K,The administration's decision to pull out of the Open Skies Treaty in a unilateral way that is not coordinated with our allies risks undermining stability on a number of fronts:
2019-10-11T15:24:19.000Z,151,827,184,NBC Chicago
2019-10-10T21:55:08.000Z,138,940,216,Ford School
2019-10-11T15:02:01.000Z,3.9K,70.3K,11K,"On this International Day of the Girl, I’m thinking about all the gutsy girls who are changing the world—"
2019-10-10T18:54:58.000Z,1.1K,4.3K,720,I'm delighted to be talking foreign policy shortly with Dean 
2019-10-10T16:51:58.000Z,440,1.9K,579,"If you'd like to work on a progressive campaign but don't know where to start, "
2019-10-08T17:17:58.000Z,734,12.1K,2.5K,"“She said, ‘Do you want to sue Nazis with me? And I said, ‘Absolutely.’”

So inspired by the dream team of "
2019-10-06T14:00:00.000Z,428,2.3K,401,The View
2019-10-08T15:55:32.000Z,8.6K,125.8K,23.8K,Every American has the right to voice their support for democracy and human rights for Hong Kong. Full stop.
2019-10-07T12:57:31.000Z,29.7K,209.9K,50.3K,Let us be clear: The president has sided with authoritarian leaders of Turkey and Russia over our loyal allies and America’s own interests. His decision is a sickening betrayal both of the Kurds and his oath of office.
2019-10-04T18:39:46.000Z,731,3.3K,541,"Thank you so much for joining us, Sudaraka. 

A minor fact check—it's a new playlist! Team members Grady and Joy created it for the "
2019-10-04T16:36:13.000Z,1.4K,4.9K,1.9K,"Thousands of DACA recipients have been unable to renew the legal protections they need to live and work safely because of $495 application fees. 

"
2019-10-03T16:46:44.000Z,399,1.8K,315,Chelsea Clinton
2019-10-04T14:27:13.000Z,7.8K,44.1K,9.2K,"“If the impeachment provision in the Constitution of the United States will not reach the offenses charged here, then perhaps that 18th-century Constitution should be abandoned to a 20th-century paper shredder!” —Rep. Barbara Jordan, 1974"
2019-10-02T18:13:00.000Z,400,2.4K,592,NowThis
2019-10-02T18:22:02.000Z,365,1.7K,335,The View
2019-10-02T18:22:02.000Z,365,1.7K,335,The View
2019-10-03T18:11:08.000Z,927,14.6K,2.6K,"Congratulations to everyone who helped achieve this! Registering voters and turning them out is how we'll overcome voter suppression and any foreign interference in our elections in 2020, and we all have to be clear about that."
2019-10-01T14:07:54.000Z,184,6.5K,525,Chelsea Clinton
2019-10-02T14:13:42.000Z,482,12.7K,1.4K,"It was such an honor and delight to kick off the tour for ""Gutsy Women"" with one of the gutsiest athletes and advocates for equality of all time. Thank you, "
2019-10-01T20:39:03.000Z,877,3.6K,588,The View
2019-10-01T18:35:47.000Z,473,4.4K,1K,MSNBC Public Relations
2019-10-01T20:07:56.000Z,14.9K,348.5K,44.5K,"Yes, I am famously under-scrutinized."
2019-10-01T16:10:00.000Z,285,3.3K,428,The Late Show
2019-10-01T13:53:32.000Z,458,10K,1.1K,Chelsea Clinton
2019-10-01T17:08:01.000Z,854,15.5K,1.2K,.
2019-10-01T03:55:00.000Z,684,7.7K,2.8K,NowThis
2019-10-01T16:17:26.000Z,530,6.6K,729,"Brooklyn, see you tonight!"
2019-10-01T20:39:03.000Z,877,3.6K,588,The View
2019-10-01T03:55:00.000Z,684,7.7K,2.8K,NowThis
2019-10-01T03:55:00.000Z,684,7.7K,2.8K,NowThis
2019-09-30T18:00:00.000Z,207,1.3K,274,People
2019-09-30T17:22:44.000Z,61,1.3K,257,Marie Claire
2019-10-01T15:45:50.000Z,965,7.5K,1.3K,"""The Book of Gutsy Women"" is out today. It's full of the stories of courageous and resilient women who had faith that their actions could make a difference. And they were right.

"
2019-10-01T00:08:44.000Z,1.4K,16.8K,4.9K,The Late Show
2019-09-30T22:15:00.000Z,496,2.6K,372,Good Morning America
2019-09-29T13:53:29.000Z,1.4K,17.5K,1.8K,Hillary Clinton
2019-09-28T11:02:16.000Z,151,2.2K,303,Billie Jean King
